sku,product_name,product_url,price,oem_no,fitment_raw,description,uom,finish,manufacturer,origin,catalog_pages,replacement_items,tech_note,extra_attributes,source,error
49-0289,Stelling Spring Fork Offset Handlebar Riser Kit,https://www2.vtwinmfg.com/spring-fork-offset-handlebar-riser-kit.html,$363.92,,FL 1946-1948 | EL 1946-1948 | U 1946-1948,"Hellings style riser kit includes Replica natural cast stainless steel Stellings riser set and offest triple tree with 1"" angled ears to accept angled risers. *NOTE: Wide type.",1 - KIT,,V-Twin,Imported,803,49-2030 - Stelling Spring Fork Offset Top Tree Satin 49-1927 - Stelling and Hellings Riser Set,,"{""Size"": ""3-1/2 inch"", ""Style"": ""Straight""}",product_page,
49-2192,Spring Fork Rear Legs Chrome,https://www2.vtwinmfg.com/spring-fork-rear-legs-chrome.html,$985.91,45669-00,FXSTS 1988-2006,Rear spring fork legs only features a chrome finish and is for use on FXST models. Fork stem is oxidized due to the plating process.                         *NOTE: Spring fork are measured from lower triple tree to axle position.,1 - EA,,V-Twin,Imported,1232,,,"{""Size"": ""STD"", ""Style"": ""without Shocks""}",product_page,
48-2605,V-Twin Metal Box,https://www2.vtwinmfg.com/v-twin-metal-box.html,$21.99,,Custom application,"Top load metal box with V-Twin's logo. Measures 12"" x 6"" x 6"".",1 - EA,,V-Twin,Imported,,,,,product_page,
24-0115,Fork Steering Damper Friction Plate Kit,https://www2.vtwinmfg.com/fork-steering-damper-friction-plate-kit.html,$51.14,,FL 1949-1959,"Fork steering damper plate kit comes in 5 pieces and includes steering damper pressure disc, lower damper pressure disc, anchor plate, and 2 friction washers.",1 - KIT,,V-Twin,Imported,612,,,,product_page,
41-0119,Nevr-Dull Wadding Polish,https://www2.vtwinmfg.com/nevr-dull-wadding-polish.html,$23.69,,All models,"Looking for a quality cleaner for all that chrome? Than you will want to try Nevr-Dull wadding polish. This is a cotton wadding to clean and polish chrome aluminum and brass. To use, you simply tear off a small wad and rub the surface to be cleaned. You then polish with a dry cloth. The polish leaves a beautiful showroom finish with a protective film. Polish comes in a 5 ounce jar.                                                                                                                                                                                                                                                                                                   *NOTE: Not for sale in California.",1 - EA,,George Basch,USA,1287,,,,product_page,
24-1060,Polished Handlebar Riser Cover,https://www2.vtwinmfg.com/polished-handlebar-riser-cover.html,$30.48,56589-60,FL 1960-1979,Polished cast aluminum handlebar riser cover has a hole for the steering damper.,1 - EA,,V-Twin,Imported,612,24-9963 - Chrome Handlebar Riser Cover,Suggested to use #24-0202 damper kit.,"{""Style"": ""Smooth""}",product_page,
16-0178,Spring Fork Nut Tool,https://www2.vtwinmfg.com/spring-fork-nut-tool.html,$66.22,,FL 1941-1948 | EL 1936-1940 | G 1936-1957 | UL 1936-1948 | WL 1936-1957,Spring fork nut tool,1 - EA,,Motorshop,Imported,1303,,,,product_page,
39-0426,Replica 2:1 Speedometer with Orange Needle,https://www2.vtwinmfg.com/replica-2-1-speedometer-with-orange-needle.html,$109.93,,WL 1936-1952 | EL 1936-1940 | FL 1941-1961 | UL 1938-1948,"Replica Speedometer has a ratio of 2:1 and features a dome glass lens with stainless narrow bezel, and orange airplane style needle. Includes Knurled early style reset knob. Speedometer features a male fitting on the back of the speedometer for the use of a speedometer cable with a 5/8"" female nut fitting. Reset knob is knurled, removable and is rubber encased. Speedometer uses an 11 tooth transmission drive unit. Speedometer comes fully assembled.",1 - EA,,V-Twin,Imported,753,39-0336 - Knurled Reset Knob,Suggested to use with #36-0621 Black speedometer cable,"{""Type"": ""2:1""}",product_page,
24-0394,Chrome Lower 49mm Fork Slider,https://www2.vtwinmfg.com/chrome-complete-fork-slider-kit.html,$489.53,45500171,FLTR 2014-UP | FLHR 2014-UP | FLHX 2014-UP | FLT 2014-UP | FLHTC 2014-UP | FLHT 2014-UP,Chrome lower fork slider for 49mm fork tubes. Set can be used with 25mm axle. Will not fit Tri-Glide models. We recommend 20 weight oil for average conditions. Fork seal kit not included.                                                                                                                                                                                                                                                                                                                                                                       *NOTE: Must order seal and top hardware kit separately.,1 - KIT,,V-Twin,Imported,62,,Suggested to use with #14-0071 Fork Seal Set. Suggested to use with #24-1056 49mm Fork Leg Rebuild Kit.,,product_page,
49-0504,VL Flanders Style Riser Kit,https://www2.vtwinmfg.com/vl-flanders-style-riser-kit.html,$550.71,,VL 1930-1936,"VL Flanders style riser kit includes a chrome Flanders handlebar, brass Flanders riser set and a white zinc top triple tree. The VL top clamp, neck cups, cone nut, brass risers and Flanders bars are installed.                                                                                                                                                                                                                                                                                                                                                                                                                                *NOTE: This is a 3 piece kit. Damper parts and other related parts are not included.",1 - KIT,,V-Twin,Imported,835,,,"{""Size"": ""2 inch"", ""Style"": ""Flander""}",product_page,
33-2014,"7"" Headlamp Assembly Seal Beam",https://www2.vtwinmfg.com/7-headlamp-assembly-seal-beam.html,$112.39,,FL 1960-1984,"7"" Headlamp unit seal beam 12 volt. Includes Beck 12 volt/ 60/55 watt sealed beam bulb.",1 - KIT,,Wyatt Gatling,Imported,1105,"33-3072 - 7"" Round 12 Volt Headlamp Sealed Beam Bulb 33-1458 - 7"" Headlamp Housing Assembly",,"{""Style"": ""Round"", ""Type"": ""12 volt""}",product_page,
24-9992,35mm Chrome Fork Boot Cover Set,https://www2.vtwinmfg.com/sportster_1952_up/front_fork/sliders.html/35mm-chrome-fork-boot-cover-set.html,$38.05,45411-82,FXR 1982-1987 | FX 1971-1984 | XL 1975-1987,"Chrome 35mm fork boot cover set installs over stock rubber fork boots by the interlocking springs supplied with the kit, to securely hold boot cover in place.",1 - SET,,V-Twin,Imported,619,,,,product_page,
38-7016,Stainless Steel Emblem Trim Strips,https://www2.vtwinmfg.com/stainless-steel-emblem-trim-strips.html,$39.87,61794-51,All 1951-1953 models,Gas tank emblem trim strips are stainless steel. Set includes left and right sides. Includes weld on mount strips. *NOTE: Order screws separately.,2 - PK,,Wyatt Gatling,Imported,1218,This Item is not available. Please use an Alternate Item 38-7044 - Stainless Steel Emblem Trim Strips,Suggested to use with #37-8827 mount screws.,,product_page,
49-0315,Chrome Plated Inline Triple Tree,https://www2.vtwinmfg.com/parkerized-plated-inline-triple-tree-black.html,$125.90,,WL 1936-1957,Spring Fork triple tree without ears are constructed of cast steel and features a chrome finish.,1 - EA,,V-Twin,Imported,802,,,"{""Measurements"": ""Left Hole Diameter: 1\"" Right Hole Diameter: 1\"" Center Hole Diameter: 1-1/4\"""", ""Left Hole Diameter: 1\"""": ""Right Hole Diameter: 1\"""", ""Other Notes"": ""Center to Center: 4-7/8\""""}",product_page,
49-7577,Replica Dipstick with Blade Style Cap Cadmium Plated,https://www2.vtwinmfg.com/replica-dipstick-with-blade-style-cap.html,$60.86,,FL 1941-1964,Replica dipstick is cadmium plated and includes a blade style cap and a copper washer.,1 - EA,,V-Twin,Imported,756,,,,product_page,
49-1557,Parkerized Spring Fork Scissor Shock Bracket,https://www2.vtwinmfg.com/parkerized-spring-fork-scissor-shock-bracket.html,$40.38,,FL 1941-1948 | EL 1936-1948 | W 1936-1952 | G 1936-1957,Parkerized Spring Fork scissor bracket for use with the steering damper mount kit. *NOTE: Hand fitting required to assemble into front fork leg for installation.,1 - EA,,V-Twin,USA,797,,Suggested to use with #49-1554 Spring Fork Steering Damper  Mount Kit.,,product_page,
42-9918,Parkerized Battery Rod Set with Flag and Pads,https://www2.vtwinmfg.com/parkerized-battery-rod-set-with-flag-and-pads.html,$49.92,66390-36,FL 1941-1957 | UL 1938-1948 | EL 1936-1952,"Battery rod kit includes rod set with flag, pads, & wing nuts. Features a parkerized finish.",1 - KIT,,V-Twin,Imported,714,28-0545 - 6 Volt Battery Pad Set 28-0593 - Foam Battery Pad Set,,"{""Material"": ""Steel""}",product_page,
49-0504,VL Flanders Style Riser Kit,https://www2.vtwinmfg.com/vl-flanders-style-riser-kit.html,$550.71,,VL 1930-1936,"VL Flanders style riser kit includes a chrome Flanders handlebar, brass Flanders riser set and a white zinc top triple tree. The VL top clamp, neck cups, cone nut, brass risers and Flanders bars are installed.                                                                                                                                                                                                                                                                                                                                                                                                                                *NOTE: This is a 3 piece kit. Damper parts and other related parts are not included.",1 - KIT,,V-Twin,Imported,835,,,"{""Size"": ""2 inch"", ""Style"": ""Flander""}",product_page,
40-0795,Chrome Oil Line Separator,https://www2.vtwinmfg.com/chrome-oil-line-separator.html,$16.07,91333-06,FXST 2000-2017,Chrome plated billet aluminum oil line separator is used to hold the oil lines in position providing a custom appearance . This kit includes a chrome plated allen screw.,1 - KIT,,Wyatt Gatling,Imported,447,,,,product_page,
31-0201,"Inspection Tag Holder 1/2"" Mount Stainless Steel",https://www2.vtwinmfg.com/inspection-tag-holder-1-2-mount-stainless-steel.html,$20.87,,All models,"Inspection tag holder has a stainless steel finish with rounded corners on all sides and edges. Tag holder is strong , light weight and looks great. Plate area measures 3-1/2"" X 4-1/4"" with a 1/4"" mount hole. Can be mounted to footpeg or shock studs. Fits nicely behind left or right passenger footpeg.",1 - EA,,V-Twin,Imported,341,,,,product_page,
40-0845,Chrome Oil Tank Cap Kit,https://www2.vtwinmfg.com/chrome-oil-tank-cap-kit.html,$107.70,,FL 1965-1984 | FX 1971-1984 | XLH 1957-1978,"Oil tank cap kit includes chrome cap assembly with knob and dipstick, with complete filter assembly, with OEM style components.",1 - KIT,,V-Twin,Imported,757,40-0504 - Oil Tank Cap Assembly 40-9955 - Oil Dipstick 40-9953 - Oil Filter with Cup,,,product_page,
49-2582,74 Spring Fork Rocker Kit Black,https://www2.vtwinmfg.com/classic_pre_1984/side_valve/front_fork.html/rocker-set-black.html,$262.04,,FL 1946-1948 | EL 1936-1948 | G 1941-1957,74 Spring Fork rocker kit features a black finish. Kit includes stud and bushing kit for Spring Fork. Set has raised are where grease fittings are located. Set has exact shape and look for 1940-1948 Big Twins and 1940-1957 Servi-Car.,1 - SET,,V-Twin,Imported,799,49-0235 - Rebuild Kit 49-0571 - Spring Fork Rocker Stud Lock Set,,,product_page,
39-0242,52mm GPS Speedometer Chrome,https://www2.vtwinmfg.com/52mm-gps-speedometer.html,$108.70,,Universal fitment,52mm GPS speedometer includes the sensor pad and wiring instructions. Speedometer is automatically calculated from satellite signal. Speedometer features a chrome bezel with numbers reading 0-120 mph. *NOTE: Digital read out face.,1 - EA,,V-Twin,Imported,243,,,,product_page,
36-0521,Chrome Cable Wrap,https://www2.vtwinmfg.com/chrome-cable-wrap-1.html,$10.02,,All models,Chrome cable wrap measures 7mm inner diameter x 5' long. Accepts wires with a diameter up to 7mm.,1 - EA,,V-Twin,Imported,421,,,,product_page,
40-0221,Chrome Oil Line Wire Guide,https://www2.vtwinmfg.com/chrome-oil-line-wire-guide.html,$10.67,,Custom application,"Oil line guide wire chrome holds 3, 3/8"" lines. Tie wraps may be used in conjunction with hose guide for installation. Tie wraps are not included.",1 - EA,,Wyatt Gatling,Imported,447,,,,product_page,
42-9940,Battery Rod Set with Pads,https://www2.vtwinmfg.com/battery-rod-set.html,$54.38,66390-58,FL 1958-1964,Battery rod set features weld on tabs with a parkerized finish and includes the pads.,1 - KIT,,V-Twin,Imported,714,28-0545 - 6 Volt Battery Pad Set 12-0538 - Parkerized 6 Volt Battery Rod Wing Nuts,,"{""Material"": ""Steel""}",product_page,
31-0538,Stainless Steel Alternator Plug Retainer Bracket,https://www2.vtwinmfg.com/update-stainless-steel-alternator-plug-retainer.html,$11.07,,FLST 1986-1988 | FX 1971-1984 | FL 1970-1984 | FXR 1982-1988 | FXST 1984-1988 | FLT 1979-1988,"Stainless steel alternator plug retainer bracket bolts to the front left engine mount bolt, and secures the plug from coming out.",1 - EA,Stainless,V-Twin,Imported,707,31-0857 - Chrome Alternator Plug Retainer Bracket,,,product_page,
37-6368,Replacement Fender Brace Rivets,https://www2.vtwinmfg.com/replacement-fender-brace-rivets.html,$20.28,8523,FLH 1949-1984 | FLT 1979-UP | FLST 1986-UP,Replacement rivets for front and rear fenders. .,25 - PK,,V-Twin,Imported,307,,,,product_page,
40-0280,Oil Tank Parts Kit,https://www2.vtwinmfg.com/oil-tank-parts-kit.html,$107.51,,FL 1941-1957,Complete parts kit for the repair or restoration of original oil tanks. Features a raw finish. For use on original rigid wrap around oil tanks on Panhead and Knucklehead models. All components are unwelded.,1 - KIT,Raw,Wyatt Gatling,Imported,756,,,"{""Style"": ""Wrap Around""}",product_page,
35-0427,Intake Manifold Flange Kit Chrome,https://www2.vtwinmfg.com/intake-manifold-flange-kit-chrome.html,$41.42,,FXD 1991-1999 | FLT 1986-1999 | FXST 1986-1999 | FLST 1986-1999 | XL 1988-2006 | FXR 1986-1994,Chrome intake manifold flange kit with seal and screws.,1 - KIT,,V-Twin,Imported,407,35-8027 - Intake Manifold Flange Set Chrome,,,product_page,
25-0641,"8"" Fatster 'T' Handlebar with Indents",https://www2.vtwinmfg.com/8-fatster-t-handlebar-with-indents.html,$95.59,,XL 1982-UP | FXD 1991-2017 | FL 1982-1984 | FXST 1981-2017 | FX 1982-1984 | FXR 1982-1994 | FLT 1982-2007 | FLST 1986-2017,"1-1/2"" chrome handlebar with indents for external wiring. This handlebar accepts only GMA handlebar controls with switch housings. Bottom mount spacing width measures 3-1/2"" center to center.                                                                                                                                                                                                                                                                                                                                                                               *NOTE: UPS may consider this part as packaged ""oversize"" for shipment, as compared to the actual weight, which will result in higher shipping costs.",1 - EA,,MCM,Imported,1044,,,"{""Measurements"": ""Rise To Grip Tip: 9\"" Rise To Center: 8\"" Pull Back: 13\"""", ""Rise To Grip Tip: 9\"""": ""Rise To Center: 8\"""", ""Style"": ""Fatster"", ""Other Notes"": ""Width Tip To Tip: 33\"" Knurl: 2\"" Bar Diameter: 1-1/2\"" Grip Ends: 1\"""", ""Width Tip To Tip: 33\"""": ""Knurl: 2\""""}",product_page,
40-0595,Chrome Sifton Engine Breather Oil Collector,https://www2.vtwinmfg.com/chrome-sifton-engine-breather-oil-collector.html,$84.42,,Custom application,"Chrome oil collector is designed to collect the oil mist from the breather hose which eliminates engine oil from collecting in air cleaner. On top is a high flow air filter that acts as a baffle allowing the oil and air to separate more efficiently and can easily be cleaned. On the bottom is a drain plug to allow drainage on a regular basis. A 90° barbed fitting fits breather hoses perfectly and includes chrome mounting clamp. *NOTE: For additional applications for remote location, use a 1-1/2"" p-clamp to secure canister.                                                                                                                 *NOTE: So the clamp does not slip when you tighten the fittings, it's suggested to use sand paper or a file to rough up the band where the clamp fits. (See diagram)",1 - KIT,,Sifton,Imported,403,40-0447 - Chrome Crankcase Breather 40-0530 - Gas and Oil Line Fitting 40-0652 - Billet Breather Oil Collector Can 40-0609 - Hex Reducing Nipple Fitting,,"{""Measurements"": ""Length: 2-3/4\"" Diameter: 1-1/2\"" Can Height: 2-3/4\"""", ""Length: 2-3/4\"""": ""Diameter: 1-1/2\"""", ""Other Notes"": ""Can w/Fitting Height: 4-1/2\"" Can w/Filter Height: 5-7/8\"""", ""Can w/Fitting Height: 4-1/2\"""": ""Can w/Filter Height: 5-7/8\""""}",product_page,
40-0737,Oil Temperature Dipstick,https://www2.vtwinmfg.com/oil-temperature-dipstick-15.html,$38.18,,FLST 1986-1999 | FXST 1984-1999 | XL 1979-2003,"Short style oil temperature dipstick is 2-3/4"". Gauge has a black bezel with black face and orange needle.",1 - EA,,V-Twin,Imported,1015,,,,product_page,
32-3087,,,,,,,,,,,,,,,not_found,
34-1848,,,,,,,,,,,,,,,not_found,
28-2120,Passenger Footboard Mat Black,https://www2.vtwinmfg.com/big_twin_1984_up/footpeg_footboard/footboard.html/passenger-footboard-mat-black.html,$18.58,50606-86A,FLT 1986-UP,Replica black passenger D shaped footboard mat fits factory passenger footboards. Rubber is blocks style.,1 - SET,,V-Twin,Imported,,,,,product_page,
28-2120,Passenger Footboard Mat Black,https://www2.vtwinmfg.com/big_twin_1984_up/footpeg_footboard/footboard.html/passenger-footboard-mat-black.html,$18.58,50606-86A,FLT 1986-UP,Replica black passenger D shaped footboard mat fits factory passenger footboards. Rubber is blocks style.,1 - SET,,V-Twin,Imported,,,,,product_page,
40-0834,Black FLH Oil Tank,https://www2.vtwinmfg.com/black-flh-oil-tank.html,$162.76,,FLH 1965-1969,Black FLH oil tank has provisions for oil filter assembly which is the filler cap with dipstick. No side fill as original.,1 - EA,Black,Wyatt Gatling,Imported,757,,,"{""Style"": ""Stock""}",product_page,
16-0158,Primary Inspection Plug Wrench Tool,https://www2.vtwinmfg.com/primary-inspection-plug-wrench-tool.html,$20.28,,XL 1971-1984,This wrench is used for the installation or removal of the primary inspection plug.,1 - EA,,Motorshop,Imported,943,,,,product_page,
16-0529,Mini Motorcycle Lift Tool,https://www2.vtwinmfg.com/mini-motorcycle-lift-tool-16-0529.html,$212.32,,All models,"Use the lift on the table or floor to free wheels. 1000 lb capacity with rubber padded top. Mini bike life tool has a wide stance and fully rubberized top plate, features Road Warrior bright orange finish with a rubber padded top. V-Twin exclusive!",1 - EA,,Motorshop,Imported,1289,16-0530 - Replacement Threaded Lift Rod,,"{""Measurements"": ""Lowered Height: 3-1/2\"" Max Raised Height: 16\"" Length: 17-1/2\"""", ""Lowered Height: 3-1/2\"""": ""Max Raised Height: 16\"""", ""Other Notes"": ""Width: 5-9/10\""""}",product_page,
10-1350,"Replica 74"" Knucklehead Long Block Natural",https://www2.vtwinmfg.com/replica-knucklehead-74-long-block.html,"$9,075.33",,FL 1941-1947,"Fully assembled and tested for oil pressure. Long block features a natural finish and includes an 8-finned cover. Replica 74"" knucklehead long block does not include the carburetor and generator. Unit features Replica crank cases, rocker boxes with polished finish and overhead oiler provision from timing cover. Also, features heads with parkerized lower valve cover cups and tops, cast iron type flywheels assembled with stock rods and Torrington rollers with steel cages, valve train with tappet assembly with Sifton Lightning Cam, pushrods & chrome pushrod cover. Replica cast iron cylinders are fitted with   8.5:1 cast pistons and Hasting rings, replica cast iron oil pump with early style iron cover, distributor mechanical advance with corresponding relay mount with distributor post guide slot and 4 bolt intake manifold Linkert style are also included to accept 4 bolt M-74 brass linkert carburetor. Manufacturer's Bill of Sale is supplied. *NOTE: Carburetor and charging system are not included.",1 - EA,,Motorshop,USA,488,"10-1989 - Knucklehead 74"" Short Block 10-1620 - 74"" Knucklehead Top End Kit",,,product_page,
16-0451,Oil Filter Wrench Tool,https://www2.vtwinmfg.com/oil-filter-wrench-tool.html,$25.19,,All models,Oil filter wrench tool removes oil filter and drain plug,1 - EA,,Motorshop,Imported,441,,,,product_page,
31-0201,"Inspection Tag Holder 1/2"" Mount Stainless Steel",https://www2.vtwinmfg.com/inspection-tag-holder-1-2-mount-stainless-steel.html,$20.87,,All models,"Inspection tag holder has a stainless steel finish with rounded corners on all sides and edges. Tag holder is strong , light weight and looks great. Plate area measures 3-1/2"" X 4-1/4"" with a 1/4"" mount hole. Can be mounted to footpeg or shock studs. Fits nicely behind left or right passenger footpeg.",1 - EA,,V-Twin,Imported,341,,,,product_page,
16-0917,Shock Tool,https://www2.vtwinmfg.com/shock-tool-1.html,$8.87,,FLST 1989-2017 | FXST 1989-2017,"Shock tool for use with 3/8"" ratchet drive",1 - EA,,V-Twin,USA,314,,,,product_page,
40-1654,XL Rigid Oil Tank Raw,https://www2.vtwinmfg.com/xl-rigid-oil-tank-raw.html,$261.95,,XL 1982-2003,"Raw rigid oil tank is for Hardtail Sportster frames. Vent, feed, and return lines enter from the bottom of the tank. Oil tank is the wrap around type and is positioned so a battery can be installed behind the up right frame tube. Suggested to use with Anti-Gravity battery type. Does not include oil cap. Will require front oil tank bracket for installation. Order installation kit separately.",1 - EA,,V-Twin,Imported,946,,"Required to use with #31-1729 Front Oil Tank Bracket Zinc   Plated. Suggested to use with #42-1249, Oil Tank Battery Box Mount  Kit Suggested to use with #31-1892, Oil Tank Mount Bracket","{""Style"": ""Stock""}",product_page,
16-0529,Mini Motorcycle Lift Tool,https://www2.vtwinmfg.com/mini-motorcycle-lift-tool-16-0529.html,$212.32,,All models,"Use the lift on the table or floor to free wheels. 1000 lb capacity with rubber padded top. Mini bike life tool has a wide stance and fully rubberized top plate, features Road Warrior bright orange finish with a rubber padded top. V-Twin exclusive!",1 - EA,,Motorshop,Imported,1289,16-0530 - Replacement Threaded Lift Rod,,"{""Measurements"": ""Lowered Height: 3-1/2\"" Max Raised Height: 16\"" Length: 17-1/2\"""", ""Lowered Height: 3-1/2\"""": ""Max Raised Height: 16\"""", ""Other Notes"": ""Width: 5-9/10\""""}",product_page,
42-0686,Swingarm Dome Cover Set Chrome,https://www2.vtwinmfg.com/swingarm-dome-cover-set-chrome-1.html,$20.28,43462-00,FXST 2000-2007 | FLST 2000-2007,Swingarm chrome dome cover set.,1 - SET,,V-Twin,Imported,316,,,,product_page,
16-0178,Spring Fork Nut Tool,https://www2.vtwinmfg.com/spring-fork-nut-tool.html,$66.22,,FL 1941-1948 | EL 1936-1940 | G 1936-1957 | UL 1936-1948 | WL 1936-1957,Spring fork nut tool,1 - EA,,Motorshop,Imported,1303,,,,product_page,
44-1996,"Swingarm Pivot Pin with 1"" Longer Pin",https://www2.vtwinmfg.com/swingarm-pivot-pin-with-1-longer-pin.html,$61.80,,FX 1971-1984 | FL 1958-1984,"Swingarm pivot pin is 1"" longer. Order nut separately. Use with a 5/8"" X 18 threads per inch nut.",1 - EA,,V-Twin,Imported,658,,,,product_page,
16-0801,"7/8"" Fork Stem Die Tool",https://www2.vtwinmfg.com/7-8-fork-stem-die-tool.html,$120.30,,K 1954-1956 | FX 1971-1984 | XL 1957-1985,"Fork stem die tool is used for repairing or dressing 7/8"" x 24 TPI on fork stems.",1 - EA,,Motorshop,Imported,1295,,,"{""Measurements"": ""Outer Diameter: 1-3/4\""""}",product_page,
42-0686,Swingarm Dome Cover Set Chrome,https://www2.vtwinmfg.com/swingarm-dome-cover-set-chrome-1.html,$20.28,43462-00,FXST 2000-2007 | FLST 2000-2007,Swingarm chrome dome cover set.,1 - SET,,V-Twin,Imported,316,,,,product_page,
31-0201,"Inspection Tag Holder 1/2"" Mount Stainless Steel",https://www2.vtwinmfg.com/inspection-tag-holder-1-2-mount-stainless-steel.html,$20.87,,All models,"Inspection tag holder has a stainless steel finish with rounded corners on all sides and edges. Tag holder is strong , light weight and looks great. Plate area measures 3-1/2"" X 4-1/4"" with a 1/4"" mount hole. Can be mounted to footpeg or shock studs. Fits nicely behind left or right passenger footpeg.",1 - EA,,V-Twin,Imported,341,,,,product_page,
31-0201,"Inspection Tag Holder 1/2"" Mount Stainless Steel",https://www2.vtwinmfg.com/inspection-tag-holder-1-2-mount-stainless-steel.html,$20.87,,All models,"Inspection tag holder has a stainless steel finish with rounded corners on all sides and edges. Tag holder is strong , light weight and looks great. Plate area measures 3-1/2"" X 4-1/4"" with a 1/4"" mount hole. Can be mounted to footpeg or shock studs. Fits nicely behind left or right passenger footpeg.",1 - EA,,V-Twin,Imported,341,,,,product_page,
44-1960,Swingarm Pivot Bolt Kit,https://www2.vtwinmfg.com/swingarm-pivot-bolt-kit-1.html,$69.22,,XL 1974-1981,"Swingarm pivot bolt kit includes swingarm pivot bolt in chrome, race set, bearing set, and lock tab.",1 - KIT,,V-Twin,USA,944,44-0107 - Swingarm Pivot Bolt Chrome 17-0920 - Swingarm Lock Tab 12-1101 - Swingarm Race Set 12-0333 - Swingarm Bearing Set,,,product_page,
42-0290,35mm Lower Fork Stem Cover Chrome,https://www2.vtwinmfg.com/lower-fork-stem-cover-chrome.html,$21.98,,XL 1957-1987 | FX 1971-1984 | FXR 1982-1986,Chrome lower fork stem cover can be installed without disassembling forks. Fork stem cover is for FXR and FXD models with 35mm fork tubes.,1 - KIT,,V-Twin,Imported,616,,,,product_page,
31-0201,"Inspection Tag Holder 1/2"" Mount Stainless Steel",https://www2.vtwinmfg.com/inspection-tag-holder-1-2-mount-stainless-steel.html,$20.87,,All models,"Inspection tag holder has a stainless steel finish with rounded corners on all sides and edges. Tag holder is strong , light weight and looks great. Plate area measures 3-1/2"" X 4-1/4"" with a 1/4"" mount hole. Can be mounted to footpeg or shock studs. Fits nicely behind left or right passenger footpeg.",1 - EA,,V-Twin,Imported,341,,,,product_page,
16-0178,Spring Fork Nut Tool,https://www2.vtwinmfg.com/spring-fork-nut-tool.html,$66.22,,FL 1941-1948 | EL 1936-1940 | G 1936-1957 | UL 1936-1948 | WL 1936-1957,Spring fork nut tool,1 - EA,,Motorshop,Imported,1303,,,,product_page,
31-0201,"Inspection Tag Holder 1/2"" Mount Stainless Steel",https://www2.vtwinmfg.com/inspection-tag-holder-1-2-mount-stainless-steel.html,$20.87,,All models,"Inspection tag holder has a stainless steel finish with rounded corners on all sides and edges. Tag holder is strong , light weight and looks great. Plate area measures 3-1/2"" X 4-1/4"" with a 1/4"" mount hole. Can be mounted to footpeg or shock studs. Fits nicely behind left or right passenger footpeg.",1 - EA,,V-Twin,Imported,341,,,,product_page,
48-2605,V-Twin Metal Box,https://www2.vtwinmfg.com/v-twin-metal-box.html,$21.99,,Custom application,"Top load metal box with V-Twin's logo. Measures 12"" x 6"" x 6"".",1 - EA,,V-Twin,Imported,,,,,product_page,
44-0425,Wheel Hub Bearing Kit,https://www2.vtwinmfg.com/wheel-hub-bearing-kit-2.html,$29.37,9052,FXD 1991-1999 Front and Rear | FLST 1986-1999 Front and Rear | FLT 1986-1999 Rear | XL 1979-1999 Rear | FXR 1984-1994 Front and Rear | FLT 1979-1999 Front | FL 1973-1984 Front and Rear | FX 1973-1984 Front and Rear | FXST 1984-1999 Front and Rear | XL 1973-1999 Front,Bearing kit includes two tapered bearings and two races. Bearing is a 1 piece pressed steel cage that retains rollers on the cone and spaces them evenly.,4 - SET,,V-Twin,Imported,465,44-0406 - Wheel Hub Bearing 44-0407 - Wheel Hub Bearing Race,,"{""Location"": ""Front or Rear""}",product_page,
48-2605,V-Twin Metal Box,https://www2.vtwinmfg.com/v-twin-metal-box.html,$21.99,,Custom application,"Top load metal box with V-Twin's logo. Measures 12"" x 6"" x 6"".",1 - EA,,V-Twin,Imported,,,,,product_page,
37-0538,Nickel Plated Snap In Plug,https://www2.vtwinmfg.com/chrome-snap-in-plug.html,$17.89,67865-89,FXD 1994-2005 | XL 1989-UP,Snap in plug features a metal construction with a nickel plated finish. Fits the swingarm pivot and headlamp visor.,1 - EA,,Gardner-Westcott,USA,116,,,,product_page,
37-7966,Handlebar Clamp Screw Cover Cap,https://www2.vtwinmfg.com/handlebar-clamp-screw-cover-cap.html,$5.27,,FXST 1984-UP | XL 1974-UP | FX 1973-1984 | FXR 1982-1994,Chrome handlebar clamp screw cap snap over allen head screws to cover hole.,10 - PK,,V-Twin,Imported,1046,,,"{""Style"": ""Allen""}",product_page,
24-1738,Black Spring Fork Rocker Set,https://www2.vtwinmfg.com/classic_pre_1984/side_valve/front_fork.html/black-spring-fork-rocker-set-1.html,$309.30,,Custom application,"Black 5/8"" Spring Fork rocker set.",1 - SET,,V-Twin,Imported,796,,,"{""Measurements"": ""Axle Hole: 5/8\""""}",product_page,
2568-24,Guide Spotlamp Rebuild Kit,https://www2.vtwinmfg.com/guide-spotlamp-rebuild-kit.html,$53.36,,FL 1941-1957 | EL 1938-1940,Guide spotlamp rebuild kit for 1 lamp.,1 - KIT,,Colony,USA,1129,,,,product_page,
24-9992,35mm Chrome Fork Boot Cover Set,https://www2.vtwinmfg.com/sportster_1952_up/front_fork/sliders.html/35mm-chrome-fork-boot-cover-set.html,$38.05,45411-82,FXR 1982-1987 | FX 1971-1984 | XL 1975-1987,"Chrome 35mm fork boot cover set installs over stock rubber fork boots by the interlocking springs supplied with the kit, to securely hold boot cover in place.",1 - SET,,V-Twin,Imported,619,,,,product_page,
